0	1
0	3
0	20
0	50
0	52
0	59
0	61
0	83
0	107
0	140
0	173
0	183
0	188
0	229
0	261
0	264
0	270
0	290
0	321
0	338
0	425
0	430
0	561
0	592
0	649
0	706
0	1005
0	1041
0	1108
0	1215
0	1309
0	1315
0	1369
0	1410
0	1423
0	1552
0	1583
0	1698
0	1731
0	1870
0	1929
0	2071
0	2238
0	2317
0	2360
0	2501
0	2652
0	2770
0	2820
0	2966
0	2983
0	3061
0	3221
0	3458
0	3474
0	3594
0	3681
0	3791
0	3805
0	3815
0	3873
0	3947
0	4637
0	4995
0	5292
0	5346
0	5544
0	5657
0	5735
0	6353
0	6748
0	6859
0	6910
0	7306
0	7527
0	7729
0	7758
0	7762
0	8129
0	8252
0	8277
0	8339
0	8536
0	8771
0	9097
0	9329
0	9424
0	9881
0	10265
0	10446
0	11038
0	11365
0	11572
0	11591
0	11956
0	12261
0	12698
0	13398
0	13865
0	13980
0	14022
0	14214
0	15005
0	15123
0	15236
0	15851
0	15862
0	15895
0	16325
0	16887
0	16894
0	17517
0	17638
0	18049
0	18070
0	18129
0	18374
0	18419
0	18682
0	18837
0	19033
0	19413
0	19471
0	19653
0	19698
0	19822
0	20408
0	20774
0	20791
0	21013
0	21713
0	22176
0	22630
0	23517
0	23694
0	24220
0	24254
0	24445
0	24536
0	24627
0	24925
0	25102
0	25341
0	26415
0	26548
0	26667
0	26767
0	27599
0	28374
0	28387
0	29228
0	30084
0	30268
0	30651
0	31176
0	31290
0	31839
0	32081
0	32329
0	33240
0	33792
0	33863
0	33885
0	34757
0	35570
0	35979
0	36186
0	36480
0	37291
0	37740
0	37943
0	38357
0	38611
0	38714
0	39269
0	39557
0	41031
0	41446
0	41785
0	41850
0	42320
0	42370
0	42733
0	43687
0	43842
0	44399
0	45246
0	45435
0	45590
0	45721
0	45917
0	46064
0	46146
0	46650
0	46698
0	46726
0	46817
0	47546
0	47690
0	47905
0	47952
0	48093
0	48594
0	49009
0	49244
0	50128
0	50145
0	50837
0	51615
0	51680
0	52103
0	52347
0	52370
0	52423
0	52931
0	53160
0	53254
0	53660
0	53757
0	54204
0	54212
0	54276
0	54386
0	54530
0	54710
0	55718
0	56386
0	56451
0	56723
0	57495
0	57704
0	58053
0	60974
0	61362
0	61602
0	61953
0	62349
0	63054
0	64466
0	64493
0	64684
0	64790
0	64901
0	65658
0	66243
0	66514
0	67667
0	69498
0	70776
0	71125
0	71733
0	72401
0	72495
0	72790
0	73986
0	74214
0	75145
0	75386
0	76648
0	77153
0	77553
0	77853
0	77876
0	78112
0	78859
0	79805
0	81320
0	82718
0	83104
0	86228
0	86304
0	87939
0	87996
0	88000
0	88017
0	88494
0	88720
0	90324
0	90419
0	90986
0	91953
0	92239
0	92921
0	94931
0	95181
0	95966
0	95975
0	97764
0	98216
0	98652
0	99991
1	0
1	2
1	15
1	19
1	25
1	39
1	40
1	43
1	64
1	65
1	70
1	71
1	82
1	94
1	104
1	108
1	114
1	138
1	141
1	142
1	149
1	155
1	162
1	179
1	180
1	221
1	223
1	266
1	279
1	287
1	304
1	308
1	319
1	356
1	369
1	376
1	378
1	384
1	386
1	391
1	402
1	431
1	449
1	479
1	489
1	496
1	500
1	505
1	508
1	564
1	575
1	607
1	625
1	636
1	670
1	691
1	713
1	723
1	761
1	773
1	793
1	836
1	872
1	882
1	895
1	900
1	960
1	991
1	992
1	993
1	994
1	1007
1	1008
1	1026
1	1028
1	1032
1	1036
1	1112
1	1147
1	1195
1	1252
1	1263
1	1298
1	1367
1	1408
1	1415
1	1418
1	1434
1	1440
1	1474
1	1555
1	1559
1	1585
1	1616
1	1623
1	1681
1	1713
1	1747
1	1767
1	1798
1	1805
1	1825
1	1837
1	1842
1	1875
1	1901
1	1937
1	2037
1	2059
1	2125
1	2156
1	2208
1	2228
1	2232
1	2262
1	2283
1	2299
1	2319
1	2436
1	2610
1	2613
1	2768
1	2806
1	2834
1	2868
1	3010
1	3054
1	3083
1	3086
1	3226
1	3241
1	3364
1	3438
1	3461
1	3464
1	3680
1	3732
1	3977
1	4031
1	4057
1	4065
1	4106
1	4167
1	4306
1	4343
1	4514
1	4605
1	4684
1	4729
1	4765
1	4786
1	4823
1	4985
1	5062
1	5067
1	5124
1	5148
1	5155
1	5172
1	5203
1	5241
1	5245
1	5257
1	5358
1	5394
1	5493
1	5533
1	5541
1	5557
1	5682
1	5833
1	5954
1	6015
1	6043
1	6136
1	6255
1	6311
1	6338
1	6359
1	6490
1	6515
1	6603
1	6688
1	6741
1	6778
1	6835
1	6917
1	6997
1	6998
1	7120
1	7219
1	7370
1	7430
1	7646
1	7740
1	7872
1	7937
1	8012
1	8059
1	8062
1	8090
1	8119
1	8124
1	8179
1	8180
1	8213
1	8243
1	8272
1	8275
1	8410
1	8425
1	8924
1	9023
1	9105
1	9216
1	9249
1	9264
1	9391
1	9442
1	9525
1	9617
1	9667
1	9684
1	9767
1	9788
1	9977
1	10131
1	10516
1	10682
1	10716
1	10751
1	10774
1	10834
1	11043
1	11070
1	11355
1	11364
1	11373
1	11463
1	11505
1	11688
1	11736
1	11803
1	11969
1	12102
1	12109
1	12251
1	12352
1	12507
1	12518
1	12743
1	12825
1	12946
1	13071
1	13562
1	13596
1	14065
1	14104
1	14138
1	14181
1	14286
1	14360
1	14700
1	14920
1	15009
1	15372
1	15388
1	15591
1	15643
1	15667
1	15747
1	16289
1	16463
1	16471
1	16507
1	16909
1	17148
1	17254
1	17501
1	17534
1	17572
1	17618
1	18102
